Lot Frontage	Lot Area	Neighborhood	Overall Qual	Overall Cond	Year Built	Total Bsmt SF	1st Flr SF	Gr Liv Area	Bedroom AbvGr	TotRms AbvGrd	Garage Area	SalePrice
100	10175	NAmes	6	5	1964	1425	1425	1425	3	7	576	180500
82	9020	NAmes	6	7	1966	1127	1165	1165	3	6	490	174900
80	9200	NAmes	6	6	1965	1136	1136	1136	3	5	384	140000
75	8250	NAmes	6	7	1964	1092	1092	1092	3	6	504	145000
85	9350	NAmes	5	8	1965	1219	1265	1265	3	6	502	179900
82	9020	NAmes	6	5	1964	1248	1350	1350	3	6	520	168500
90	9900	NAmes	5	5	1961	1114	1114	1114	3	5	451	140000
72	10007	NAmes	5	7	1959	1053	1053	1053	3	5	312	145500
80	10721	NAmes	6	6	1959	1252	1252	1252	3	7	528	142000
	12493	NAmes	4	5	1960	1100	1100	1100	3	6	312	141000
	11332	NAmes	5	7	1960	1118	1118	1118	3	6	264	153000
	6627	BrkSide	3	6	1949	0	720	720	2	4	287	72500
56	4130	BrkSide	3	6	1935	270	729	729	2	5	0	52000
50	7420	BrkSide	5	6	1939	991	1077	1077	2	5	205	118000
50	4882	BrkSide	4	7	1937	348	453	906	2	5	231	87000
80	9600	NAmes	5	6	1960	1296	1496	1496	3	6	450	141500
80	9600	NAmes	6	5	1950	1032	1032	1252	3	6	288	119000
80	9600	NAmes	5	8	1950	572	1337	1337	3	7	264	141500
80	9600	NAmes	6	6	1955	992	1661	1661	3	8	377	165500
63	7584	NAmes	5	5	1953	1036	1036	1036	3	5	312	112900
	13700	NAmes	7	6	1965	864	902	1820	4	8	492	201800
80	10197	NAmes	6	5	1961	1362	1362	1362	3	6	504	163000
75	7875	NAmes	5	6	1961	1144	1144	1144	3	6	456	139950
80	8400	NAmes	6	9	1962	1319	1537	1537	3	7	462	174000
101	9150	NAmes	6	5	1962	1099	1431	1431	3	6	296	165000
90	14670	NAmes	6	7	1966	1104	1104	1988	4	9	480	227000
	7390	NAmes	5	7	1955	1098	1098	1098	3	6	260	135000
71	9204	NAmes	5	5	1963	1144	1144	1144	3	6	336	124000
70	7763	NAmes	5	7	1962	931	1283	1283	3	6	506	140000
74	8856	NAmes	5	4	1957	1176	1176	1176	3	6	292	136500
82	9840	NAmes	5	7	1959	1248	1440	1440	2	7	480	185000
76	9120	NAmes	6	6	1958	1261	1261	1261	3	6	433	163000
90	13200	NAmes	6	6	1958	1395	1570	1570	3	5	441	166800
72	9000	NAmes	6	5	1956	1196	1196	1196	2	6	297	139000
80	11900	NAmes	6	5	1957	1392	1392	1392	3	6	458	166000
75	9464	NAmes	6	7	1958	1080	1080	1080	3	5	288	136000
75	10425	NAmes	5	5	1956	1104	1104	1104	3	5	384	133000
60	11556	NAmes	5	6	1952	720	882	882	2	4	240	116000
102	9373	NAmes	5	6	1953	1152	1152	1152	3	6	636	137500
	12774	NAmes	5	5	1953	984	950	950	2	5	400	130000
95	14250	NAmes	6	5	1957	998	1790	1790	3	6	540	180000
60	7350	NAmes	5	7	1951	952	952	952	2	4	840	139000
57	7677	NAmes	5	5	1953	773	773	773	2	4	240	110000
71	8838	NAmes	5	3	1957	0	1764	1764	4	7	301	100000
80	8480	NAmes	5	5	1947	832	832	1216	2	6	336	118500
76	12436	NAmes	5	5	1957	1824	1824	1824	5	9	484	146000
60	10122	OldTown	4	6	1948	0	869	869	1	3	390	89900
45	7506	OldTown	5	8	1925	747	747	1159	3	5	288	114000
60	10930	NAmes	5	6	1945	913	1048	1558	3	6	288	140000
60	5400	OldTown	4	7	1940	672	672	672	2	4	308	86900
60	10836	OldTown	5	5	1922	892	1254	1436	3	7	1488	139000
60	10800	OldTown	4	7	1900	0	694	1294	3	7	0	106250
70	9247	NAmes	6	6	1962	858	858	1716	4	8	490	171000
78	10180	NAmes	5	6	1968	912	1044	1044	3	5	372	139000
76	11355	NAmes	7	7	1958	1312	1312	1312	3	6	495	186000
	10920	NAmes	6	5	1960	1253	1253	1253	2	5	352	157000
	12929	NAmes	6	6	1960	1081	1081	1081	3	5	401	148000
313	27650	NAmes	7	7	1960	585	2069	2069	4	9	505	242000
74	8892	NAmes	5	7	1953	105	910	910	3	5	414	116000
60	7200	NAmes	5	7	1951	876	876	876	2	5	576	94000
60	7200	NAmes	5	5	1950	0	1048	1048	3	7	420	98300
70	7910	NAmes	5	5	1960	1075	1507	1507	4	7	404	127000
80	8000	NAmes	5	6	1959	1256	1256	1256	3	6	311	159000
80	8000	NAmes	5	5	1962	1027	1027	1027	3	6	299	125900
70	7931	NAmes	5	6	1960	1269	1269	1269	3	6	308	155000
60	8064	NAmes	6	6	1948	768	819	1320	3	5	576	138000
64	6390	NAmes	6	7	1954	936	984	984	2	4	280	112500
59	7227	NAmes	6	6	1954	832	832	832	2	4	528	105500
60	7200	NAmes	6	5	1954	854	854	1278	4	6	240	127500
113	8513	NAmes	5	5	1961	1800	1800	1800	6	10	0	130000
60	7200	NAmes	5	6	1955	768	1024	1588	3	6	480	150000
60	7200	NAmes	5	7	1954	825	825	825	2	4	350	109500
71	7056	NAmes	6	5	1963	780	983	1796	4	8	483	140000
80	9760	NAmes	6	6	1964	780	798	1611	4	7	442	167900
69	7590	NAmes	5	5	1963	1117	1117	1117	3	6	264	136870
56	9836	OldTown	6	5	2008	192	1133	1133	3	7	308	143000
30	5232	OldTown	5	5	1925	680	764	764	2	4	504	73000
60	10440	OldTown	5	8	1904	650	958	1539	3	8	686	157500
57	9184	OldTown	5	7	1948	780	948	1323	3	6	400	122600
80	4800	OldTown	5	5	1910	680	680	1360	2	6	330	111000
60	10440	OldTown	6	7	1920	1510	1584	2792	5	8	520	256000
60	4800	OldTown	5	4	1940	672	672	672	2	4	256	64000
60	6000	OldTown	6	7	1915	728	728	1456	4	7	308	139500
63	11426	OldTown	4	6	1910	828	828	1594	3	9	0	118000
63	11426	OldTown	7	5	2003	1362	1362	2082	3	6	484	200000
63	7628	OldTown	4	6	1940	801	1095	1656	2	8	440	119164
81	7308	OldTown	5	5	1920	936	960	1740	2	6	225	122250
60	5400	OldTown	7	6	1920	931	1027	1027	2	5	0	120000
60	10800	OldTown	6	6	1940	884	884	1436	3	8	828	155000
60	6756	OldTown	5	6	1910	481	899	899	2	5	200	78000
44	5914	OldTown	5	9	1890	684	684	1080	3	5	0	95000
50	6000	OldTown	5	5	1948	789	789	789	2	5	250	115000
100	12000	OldTown	5	7	1948	924	1122	1122	2	6	528	147000
75	9000	OldTown	5	6	1946	904	904	1499	3	5	869	140000
62	7311	OldTown	2	5	1946	407	407	407	1	3	297	46500
50	6000	OldTown	5	6	1957	928	928	928	3	5	288	112500
50	6000	OldTown	4	7	1954	901	901	901	2	4	281	107900
103	12205	OldTown	3	1	1949	448	1588	1588	5	6	0	65000
87	18386	OldTown	7	9	1880	1470	1675	3493	3	10	870	295000
69	9142	OldTown	5	5	1900	797	830	1627	4	10	420	139500
100	12665	OldTown	5	8	1915	876	876	1416	4	7	720	153900
53	5350	OldTown	7	8	1920	624	730	1450	3	7	288	132000
34	4571	OldTown	5	5	1916	624	624	1344	4	7	513	98000
69	9143	OldTown	5	7	1900	346	709	1017	2	5	308	114000
60	9600	OldTown	5	5	1920	973	1377	2350	4	10	393	130000
60	9600	OldTown	6	5	1917	735	1134	2058	3	8	396	129500
60	6000	OldTown	5	9	1905	572	884	1540	3	7	0	129400
60	9600	OldTown	7	9	1928	689	689	1378	3	7	360	161000
60	10800	OldTown	6	7	1905	482	1221	1912	3	7	672	163000
35	6300	OldTown	6	6	1914	742	742	1484	3	9	0	128000
50	5250	OldTown	8	5	1872	684	938	2358	4	8	0	122000
	5700	OldTown	7	7	1926	572	572	1111	2	5	288	116900
75	13500	OldTown	10	9	1893	1237	1521	2775	3	9	880	325000
60	11340	OldTown	2	1	1920	723	723	1086	2	5	400	55000
60	10800	OldTown	7	7	1890	1313	1313	2495	5	10	342	184000
65	9750	OldTown	5	6	1959	984	984	984	2	5	308	110000
81	12150	OldTown	5	5	1954	1050	1050	1795	4	7	352	131500
70	12702	OldTown	5	5	1956	0	882	882	2	4	308	97000
52	8516	OldTown	4	6	1958	869	1093	1093	2	5	308	115500
55	7111	BrkSide	5	7	1928	1008	1143	1143	2	5	288	138000
	7425	BrkSide	7	7	1945	672	1195	1668	3	8	252	108000
50	9100	BrkSide	5	6	1930	742	779	935	2	4	308	79500
	7010	BrkSide	5	5	1935	1024	1144	1738	3	6	240	153000
50	6130	BrkSide	5	6	1924	784	784	784	2	5	0	109500
50	5000	BrkSide	5	7	1941	672	832	1210	3	6	240	124000
59	5870	BrkSide	6	9	1900	554	736	1290	3	6	200	106900
50	6000	BrkSide	6	7	1940	981	1014	1672	3	6	240	164900
50	6000	BrkSide	5	7	1924	949	949	949	2	5	370	119000
50	6000	BrkSide	6	7	1929	862	950	1158	3	5	208	120000
50	6000	BrkSide	6	7	1937	825	825	1497	3	5	672	157000
50	6000	BrkSide	6	5	1939	739	874	1342	2	7	240	105000
50	5000	BrkSide	6	7	1926	992	1013	1013	3	6	160	113000
60	5520	BrkSide	5	7	1920	565	565	1216	3	6	355	115000
99	5940	BrkSide	4	7	1946		896	896	2	4	280	79000
52	6240	BrkSide	4	7	1929	704	624	1136	2	6	336	123000
	6120	BrkSide	5	6	1945	0	808	808	1	6	164	81300
52	6240	BrkSide	5	7	1930	1078	1128	1573	3	8	360	162900
52	6240	BrkSide	7	5	1939	989	1245	2009	4	7	400	150000
51	6120	OldTown	5	5	1923	1100	1226	1902	4	7	576	123500
51	6120	OldTown	7	5	1931	952	1022	1774	2	8	468	129900
60	6155	BrkSide	6	8	1920	611	751	1362	3	6	502	128000
60	6324	BrkSide	4	6	1927	520	520	520	1	4	240	68500
50	8635	BrkSide	5	5	1948	672	1072	1285	2	6	240	127000
64	13053	BrkSide	6	7	1923	833	1053	1848	4	8	370	207000
60	9120	BrkSide	7	6	1925	1026	1133	1820	4	8	240	184000
60	9144	BrkSide	6	4	1915	810	1170	1716	4	8	672	162500
	9144	BrkSide	5	5	1940	883	988	1505	3	8	240	145000
55	10267	BrkSide	6	7	1918	816	838	838	2	5	275	130000
57	8094	OldTown	6	8	1910	1242	1242	1984	5	8	360	160000
	5100	OldTown	8	7	1925	588	833	1666	3	7	228	161000
63	4347	OldTown	6	8	1910	796	825	1609	3	7	228	127500
	6291	IDOTRR	6	6	1930	768	768	768	1	4	440	93850
60	10266	IDOTRR	6	6	1952	768	768	1536	4	7	308	136000
60	6876	IDOTRR	6	6	1938	1272	1272	1969	4	9	400	141000
	10320	IDOTRR	5	6	1915	880	880	1308	2	6	400	120000
60	7200	IDOTRR	6	7	1925	1040	1040	1040	2	5	320	127500
62	7006	IDOTRR	6	6	1925	768	788	1236	3	6	384	127000
	7920	IDOTRR	6	7	1920	319	1035	1406	3	6	0	89500
49	8235	OldTown	5	7	1955	825	825	825	2	4	720	125000
60	5586	OldTown	6	7	1920	901	1088	1198	4	7	0	79900
60	10320	IDOTRR	5	8	1912	451	759	759	1	5	576	85000
60	10320	IDOTRR	3	3	1915	536	808	1344	3	8	0	82375
60	10320	IDOTRR	6	7	1906	756	756	1469	3	7	216	135000
82	9488	Sawyer	5	6	1947	1046	1054	1054	3	6	240	124000
55	8250	Sawyer	5	5	1968	952	1211	1211	3	5	322	134000
115	21286	Sawyer	5	5	1948	720	720	1271	4	7	312	135000
80	17120	ClearCr	4	4	1959	0	1120	1588	4	7	680	134432
62	10106	Edwards	5	7	1940	644	808	1355	4	6	0	127500
	11235	Sawyer	5	6	1963	981	1075	1075	3	6	440	148000
70	11200	Sawyer	5	5	1965	1040	1040	1040	3	5	384	129500
80	13014	Sawyer	6	5	1978	1008	1096	1096	3	6	484	157500
	7162	Sawyer	5	7	1966	876	904	904	3	6	408	109900
68	10265	Sawyer	5	7	1967	992	992	992	3	6	294	145000
57	9764	Sawyer	5	7	1967	894	894	894	3	5	450	130000
	7703	Sawyer	6	8	1978	450	1034	1034	3	6	504	153000
	9981	Sawyer	5	5	1967	1073	1073	1073	3	6	270	120000
	7400	Sawyer	5	5	1984	1060	1126	1126	2	5	506	152000
60	12900	Sawyer	4	4	1969	1198	1258	1258	0	6	400	108959
60	12900	Sawyer	5	4	1920	1300	1140	1140	3	6	400	95541
	9000	Sawyer	5	3	1959	1006	1006	1006	3	5	0	80000
	8544	Sawyer	5	6	1966	1228	1228	1228	3	6	271	149350
94	9239	Sawyer	5	8	1963	960	960	960	3	6	300	144900
88	14175	Sawyer	6	8	1956	988	1188	1188	1	4	621	185000
	13284	Sawyer	5	5	1954	1383	1383	1383	3	6	354	165000
	13500	ClearCr	6	7	1960	1602	1252	1252	1	4	564	235000
85	13825	Sawyer	5	6	1958	533	1021	1601	3	6	300	140000
60	10200	Sawyer	5	8	1940	672	672	672	2	4	240	108000
	10532	ClearCr	5	3	1960	988	1721	1721	3	7	626	145000
63	8375	Sawyer	5	7	1941	576	864	1350	2	6	627	152400
	10200	Sawyer	5	8	1970	864	904	904	3	5	912	144000
	2887	ClearCr	6	5	1996	1291	1291	1291	2	6	431	173000
83	10005	ClearCr	7	5	1977	1160	1156	2022	4	8	505	192000
82	20270	ClearCr	7	6	1979	1524	1524	1524	3	7	478	245000
73	39104	ClearCr	7	7	1954	1385	1363	1363	2	5	439	241500
	53227	ClearCr	4	6	1954	1364	1663	1663	2	6	529	256000
124	11512	Edwards	6	7	1959	1019	1357	1357	2	5	312	177000
50	5190	Edwards	7	5	1948	570	617	1079	2	5	249	125600
85	10452	Edwards	6	5	1953	1094	1094	1094	3	5	495	155000
75	45600	ClearCr	6	8	1908	907	1307	2358	5	10	360	240000
85	19550	Edwards	5	7	1940	1580	1518	1518	2	5	0	260000
66	21780	Edwards	6	7	1918	1163	1163	1674	4	8	396	185000
120	13728	Edwards	6	7	1935	1127	1236	2108	4	7	540	235000
68	9571	Edwards	5	6	1956	1509	1509	1509	3	6	322	159900
50	9350	Edwards	5	5	1975	864	864	864	2	4	0	99600
50	9360	Edwards	6	8	1962	621	621	1269	3	7	280	134500
50	8405	Edwards	5	8	1900	861	961	1367	4	7	384	119000
70	7000	Edwards	5	7	1910	1117	820	1347	3	5	0	107500
68	10880	Edwards	5	5	1950	1164	1164	1164	3	5	240	125000
60	9600	Edwards	6	5	1924	572	572	1096	2	5	0	79000
60	9084	Edwards	5	6	1941	616	616	1111	3	5	200	95000
86	11839	SawyerW	7	5	1990	1475	1532	2329	4	10	514	262280
	9771	SawyerW	6	5	1995	1077	1093	2814	4	9	614	260000
80	9938	SawyerW	7	5	1994	1602	1626	1626	3	7	534	226500
	14171	SawyerW	7	5	1993	812	1101	2200	4	9	453	225000
85	10541	SawyerW	7	5	1996	672	1302	2037	3	8	472	229000
65	10616	CollgCr	7	5	2007	628	628	1356	3	6	484	177439
65	9345	CollgCr	8	5	2007	1615	1615	1615	3	7	864	248500
91	11778	CollgCr	9	5	2008	2271	2276	2276	3	7	1348	475000
91	11778	CollgCr	9	5	2008	1751	1766	1766	3	8	874	395039
59	11228	SawyerW	7	5	1993	1080	1080	2097	3	9	678	228000
	11454	SawyerW	8	5	1995	1401	1511	1511	3	6	811	225000
	11500	ClearCr	6	6	1966	1182	1643	1643	2	6	438	195000
79	12798	ClearCr	6	5	1997	616	616	1688	4	8	603	200000
65	9750	CollgCr	5	7	1994	990	990	990	3	5	528	155000
75	9525	CollgCr	5	6	1995	1099	1099	1099	3	6	352	144000
57	9245	CollgCr	5	5	1994	990	990	990	3	5	672	145000
	8696	CollgCr	7	5	1997	1418	1418	1418	3	5	558	226001
	13142	CollgCr	6	5	1997	864	872	1771	3	6	600	215700
68	8998	CollgCr	7	5	2000	782	782	1652	3	6	532	207500
68	9179	CollgCr	7	5	1999	873	882	1790	3	7	588	193000
57	8924	CollgCr	7	5	1998	880	880	1724	3	8	527	188000
93	9382	CollgCr	7	5	1999	1468	1479	1479	3	6	577	191000
88	12803	CollgCr	7	5	2002	1494	1494	1494	3	6	530	221000
80	12435	CollgCr	7	5	2001	963	963	1792	3	7	564	231500
75	12192	CollgCr	7	5	2000	928	928	1823	3	6	626	235000
68	11250	CollgCr	7	5	2001	920	920	1786	3	6	608	223500
	9200	CollgCr	5	6	1975	938	938	938	3	5	308	130250
65	8385	CollgCr	5	8	1977	985	985	985	3	6	328	149900
	12250	CollgCr	5	6	1978	864	1174	1174	3	5	528	158000
	10970	CollgCr	6	6	1978	940	1026	1026	3	5	576	147000
	9216	CollgCr	5	6	1975	1076	1076	1076	3	5	576	143195
40	14330	CollgCr	5	6	1975	864	1558	1558	2	5	440	163000
88	7990	CollgCr	5	6	1975	924	924	924	3	5	280	110000
60	7180	CollgCr	5	7	1972	864	864	864	3	5	352	127000
60	7200	CollgCr	5	7	1972	780	780	780	2	4	352	124900
75	9742	CollgCr	8	5	2002	1777	1795	1795	3	7	534	230000
75	9473	CollgCr	8	5	2002	1128	1128	2031	3	7	577	237000
	10316	CollgCr	7	5	2000	992	992	1865	3	7	839	235000
	10400	CollgCr	7	5	2001	1257	1290	2161	3	8	570	230500
73	9066	CollgCr	8	5	1999	1004	1004	1852	3	7	660	230000
75	11404	CollgCr	7	5	1998	1153	1153	2031	3	8	541	222500
	9240	CollgCr	8	5	2001	1055	1055	2263	3	7	905	287000
	9720	CollgCr	9	5	2001	1357	1366	1947	3	7	725	274000
	14860	CollgCr	8	5	2002	1778	1786	1786	3	6	715	300000
	11250	CollgCr	8	5	2002	1128	1149	2290	4	9	779	255900
65	8158	CollgCr	7	5	2003	884	884	1768	3	8	543	224900
41	10905	CollgCr	7	5	2003	1129	1129	2327	4	9	596	240000
72	7226	CollgCr	7	5	2003	798	798	1640	3	6	595	183000
96	11690	CollgCr	8	5	1999	850	886	1764	3	7	560	207000
70	8750	CollgCr	7	5	1994	915	933	1908	4	8	493	210000
37	4435	CollgCr	6	5	2003	848	848	848	1	3	420	136500
	4426	CollgCr	6	5	2004	848	848	848	1	3	420	145000
75	13125	CollgCr	6	5	1997	1478	1493	1493	3	7	508	208900
83	10126	CollgCr	6	5	1997	1838	1838	1838	2	8	721	185000
70	9135	CollgCr	7	5	2002	1536	1536	1536	3	7	532	214000
65	8450	CollgCr	7	5	2003	856	856	1710	3	8	548	208500
75	9750	CollgCr	7	5	2004	1445	1445	1445	3	6	470	186500
65	8450	CollgCr	7	5	2004	1436	1436	1436	3	8	484	210000
64	8320	CollgCr	7	5	2004	770	770	1582	3	6	520	185900
85	11049	CollgCr	8	5	2007	1234	1234	1234	3	7	484	179900
85	11058	CollgCr	7	6	2007	1564	1564	1564	3	6	814	218836
74	9627	CollgCr	7	5	2007	1351	1361	1361	3	6	610	193000
63	8199	CollgCr	7	5	2005	728	728	1456	3	7	410	189000
	4426	CollgCr	6	5	2004	848	848	848	1	3	420	149300
	4426	CollgCr	6	5	2004	848	848	848	1	3	420	141000
	4438	CollgCr	6	5	2004	848	848	848	1	3	420	149000
	4438	CollgCr	6	5	2004	848	848	848	1	4	420	144500
67	8777	Edwards	5	7	1910	796	796	796	2	4	0	85000
67	8777	Edwards	5	7	1900	1272	1272	2200	4	9	0	145900
75	9825	Edwards	5	5	1966	1092	1092	1092	3	6	264	123000
75	9937	Edwards	5	6	1965	1256	1256	1256	3	6	276	147500
64	12102	Edwards	5	5	1976	456	1033	1033	3	6	504	165000
65	6500	Edwards	6	6	1976	1127	1127	1127	3	6	480	135000
63	13907	Edwards	5	6	1940	996	996	996	3	6	0	108000
90	10012	Edwards	4	5	1972	1138	1181	1181	3	6	588	137500
60	6931	Edwards	7	5	2003	746	760	1656	3	7	397	165400
	9638	Edwards	6	6	1977	1029	1117	1117	3	6	542	147000
72	7200	Edwards	6	7	1976	684	684	1398	3	6	440	160500
60	7024	Edwards	4	5	2005	1132	1132	1132	2	5	451	176000
123	47007	Edwards	5	7	1959	0	3820	3820	5	11	624	284700
313	63887	Edwards	10	5	2008	6110	4692	5642	3	12	1418	160000
35	3675	Edwards	6	5	2005	547	1072	1072	2	5	525	148000
65	6040	Edwards	4	5	1955	0	1152	1152	2	6	0	82000
65	6012	Edwards	4	5	1955	0	1152	1152	2	6	0	82000
92	12108	Edwards	4	4	1955	1440	1440	1440	4	8	0	118000
74	6845	Edwards	4	5	1955	0	1152	1152	2	6	0	82500
56	6931	Edwards	4	5	1955	784	784	784	2	4	0	91900
60	12180	Edwards	5	7	1938	585	585	1053	2	5	0	120000
57	8050	Edwards	5	8	1947	0	929	1137	4	8	0	96000
68	9520	Edwards	4	5	1953	911	930	930	2	5	286	99000
70	11767	Edwards	5	6	1946	768	768	1200	3	6	240	130500
60	8172	Edwards	4	6	1954	941	997	1470	4	7	548	135000
59	16466	Edwards	5	7	1955	816	872	1393	3	8	300	135500
62	7692	Edwards	4	6	1954	416	1204	1204	3	6	312	100000
67	5142	Edwards	4	7	1923	949	949	1292	3	6	205	108000
67	5604	Edwards	5	6	1925	864	864	864	2	5	0	98000
45	8248	Edwards	3	3	1914	864	864	864	2	5	0	67000
55	5687	SWISU	5	6	1912	780	936	1716	6	9	0	135900
	12155	SWISU	6	8	1925	672	810	1482	4	7	400	140000
60	8400	SWISU	5	8	1939	720	1052	2192	4	8	240	179500
60	8400	SWISU	6	5	1925	1181	1390	1694	4	7	576	136500
60	7290	SWISU	7	8	1921	1228	1424	1424	2	7	312	168000
55	8525	SWISU	5	6	1911	940	1024	1964	4	7	0	130000
51	9842	SWISU	5	6	1921	612	990	2601	4	8	621	189000
64	7804	SWISU	6	7	1930	960	960	1920	4	10	480	161900
66	8969	Crawfor	6	6	1926	644	672	1316	2	6	369	145000
79	11526	Crawfor	6	7	1922	588	1423	2555	3	11	672	191000
63	15576	Crawfor	6	7	1915	840	840	1680	4	8	308	177000
63	15564	Crawfor	6	6	1914	676	676	1264	3	6	400	147500
52	6292	SWISU	6	5	1930	768	790	790	2	4	160	91000
54	7609	Crawfor	8	9	1925	798	798	1512	3	7	180	231000
51	10480	SWISU	6	5	1936	1064	1166	1639	3	6	240	115000
	9650	Crawfor	6	3	1923	784	819	1603	4	7	599	138000
60	7200	Crawfor	7	6	1931	776	851	1502	3	6	270	149000
74	11988	Crawfor	6	7	1934	715	849	1660	3	6	240	188700
	11700	Crawfor	5	6	1937	942	1265	1938	4	7	240	198000
	9260	Crawfor	5	4	1938	884	932	1374	3	6	225	110000
79	7801	Crawfor	6	5	1951	1091	1091	1091	2	5	344	104000
100	9670	Crawfor	8	6	1935	608	983	1873	4	9	786	257076
	14100	Crawfor	8	9	1935	728	1968	3447	4	11	1014	381000
	15660	Crawfor	7	9	1939	798	1137	1954	3	8	431	311500
70	12392	Crawfor	7	9	1950	832	1218	2161	3	8	506	263400
56	26073	Crawfor	5	5	1956	1898	1898	1898	3	7	484	236500
	14778	Crawfor	6	7	1954	1296	1640	1640	3	7	924	224000
24	1879	Blueste	6	6	1980	516	516	1032	2	5	462	116500
24	1950	Blueste	6	6	1980	716	716	1556	3	6	452	151000
50	7000	IDOTRR	6	8	1926	894	919	919	2	5	195	126000
60	6000	IDOTRR	6	8	1940	720	760	1090	3	5	240	120000
40	3636	IDOTRR	4	4	1922	796	796	796	2	5	0	55000
	5890	IDOTRR	6	8	1930	816	816	816	2	5	432	120500
71	6900	IDOTRR	5	6	1940	740	778	778	2	4	924	120500
58	8155	IDOTRR	5	7	1930	780	780	1200	4	7	0	119000
75	6000	IDOTRR	5	5	1967	624	1092	1656	3	7	288	126000
60	7392	IDOTRR	5	7	1930	520	912	912	2	5	360	99500
75	9000	IDOTRR	5	5	1958	1151	1151	1955	4	7	356	165500
80	14584	IDOTRR	1	5	1952	0	733	733	2	4	487	13100
60	5280	IDOTRR	4	7	1895	173	825	1361	2	6	185	89000
50	8500	IDOTRR	4	4	1920	649	649	1317	3	6	250	40000
52	5150	IDOTRR	4	7	1910	356	671	1049	2	5	195	80900
120	18000	IDOTRR	3	4	1935	894	894	894	2	6	1248	81000
60	9000	IDOTRR	4	6	1920	592	432	864	3	5	216	65000
64	5587	Crawfor	8	5	2008	1600	1652	1652	2	5	482	392500
44	3843	Crawfor	8	5	2007	1596	1648	1648	2	5	525	294464
44	3811	Crawfor	7	5	2004	1594	1646	1646	2	5	482	250000
44	3842	Crawfor	8	5	2004	1594	1646	1646	2	5	482	275000
	23730	Mitchel	7	5	1996	1840	2032	2032	3	7	786	300000
	13265	Mitchel	8	5	2002	1568	1689	1689	3	7	857	271000
	11050	Mitchel	7	5	1996	910	910	1820	3	8	816	213000
76	9880	Mitchel	6	6	1977	1096	1118	1118	3	6	358	171000
75	10125	Mitchel	6	6	1977	1196	1279	1279	3	6	473	171500
76	10260	Mitchel	5	4	1976	0	936	1872	4	8	484	100000
74	9990	Mitchel	4	5	1991	1680	1689	1689	3	6	432	228500
	164660	Timber	5	6	1965	1499	1619	1786	3	7	529	228950
42	4084	Timber	7	6	1986	1277	1501	1501	2	6	512	241500
	15498	Timber	8	6	1976	1565	2898	2898	2	10	665	287000
74	11563	Timber	8	5	2006	1518	1537	1537	3	8	788	294000
71	9520	Timber	8	5	2007	1638	1646	1646	3	7	800	293077
107	12852	Timber	8	5	2007	920	920	1780	3	6	612	264966
73	9802	Timber	5	5	2006	352	712	1442	3	6	400	172500
73	9735	Timber	5	5	2006	384	754	1394	3	7	400	167500
81	12018	Timber	7	5	2008	796	796	1612	3	6	666	218689
75	12890	Timber	6	5	1989	1495	1495	1495	3	8	438	150000
47	12416	Timber	6	5	1986	1606	1651	1651	3	7	616	184000
93	18265	Timber	6	5	1986	1256	1256	1256	3	6	578	180000
85	10200	Timber	6	5	1988	1461	1509	1509	3	5	600	175000
82	11202	Timber	8	5	2003	1432	1440	1440	3	7	467	232500
	7915	Timber	6	5	1999	1666	1675	1675	3	6	435	195000
85	12244	Timber	8	5	2003	1482	1482	2262	4	10	749	305000
79	11449	Timber	8	5	2007	1884	1728	1728	3	7	520	298751
85	11447	Timber	8	5	2005	1964	1964	1964	3	7	892	370000
97	8940	Mitchel	7	5	1997	1344	1344	1344	2	8	784	209200
78	7060	Mitchel	7	5	1997	1344	1344	1344	2	8	784	206300
77	9278	Mitchel	5	5	2007	1092	1092	1092	2	5	0	146000
32	4500	Mitchel	6	5	1997	1189	1189	1189	2	4	392	160500
150	14137	Mitchel	4	5	1964	1200	1200	1200	3	6	850	173000
	4224	MeadowV	5	6	1975	1040	1040	1040	3	6	499	124000
	2665	MeadowV	5	6	1976	264	616	1304	3	4	336	115000
41	2665	MeadowV	5	7	1976	550	925	1475	4	6	336	129500
21	1974	MeadowV	4	7	1973	526	526	988	2	5	297	105000
21	1596	MeadowV	4	6	1973	462	526	988	1	4	297	94900
	17979	Mitchel	5	6	1968	1113	1160	1160	3	6	257	152500
21	1477	MeadowV	6	9	1970	546	546	1092	3	6	0	98000
21	1890	MeadowV	4	7	1972	630	630	630	1	3	0	81000
100	21750	Mitchel	5	5	1954	988	988	988	2	4	520	113000
59	6490	Mitchel	5	7	1983	816	816	816	2	4	264	128500
37	6951	Mitchel	5	5	1984	876	923	923	3	5	264	119500
60	6600	Mitchel	5	9	1982	816	816	816	3	5	264	130500
60	6600	Mitchel	5	8	1982	816	816	816	2	4	816	138000
60	6600	Mitchel	5	6	1982	845	845	845	3	6	264	134500
75	12508	Mitchel	6	7	1940	983	983	1750	4	7	423	160000
74	12395	Mitchel	5	6	1984	864	889	889	3	6	484	137500
	11075	Mitchel	5	4	1969	784	1168	1968	4	7	530	172000
	56600	IDOTRR	5	1	1900	686	1150	1836	4	7	288	103000
85	10667	NAmes	6	6	1971	1587	1587	1587	3	7	525	167300
85	10628	NAmes	7	5	1970	1277	1277	1277	2	5	526	167000
95	13651	NAmes	7	6	1973	2223	2223	2223	3	8	516	244000
95	15865	NAmes	8	6	1970	2217	2217	2217	4	8	621	268000
