year,age,maritalstatus,education,region,jobclass,health,health_ins,wage
2007,20,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,70.81503862
2004,32,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,112.6488963
2003,36,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,86.69515483
2009,31,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,82.6796373
2005,28,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,130.9821774
2005,41,4. Divorced,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,117.1468169
2004,54,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,176.9896505
2004,42,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,118.8843593
2003,19,1. Never Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,68.74808773
2009,59,2. Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,267.9010869
2003,64,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,99.6894637
2003,31,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,92.65813017
2004,37,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,109.8339856
2004,30,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,87.98103279
2005,24,1. Never Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,118.8843593
2006,26,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,75.04315402
2004,44,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,114.4757133
2008,39,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,276.7784133
2005,48,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,277.6014175
2004,53,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,80.57319971
2004,42,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,114.4757133
2009,44,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,166.3249412
2003,25,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,85.38394038
2004,46,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,43.73511168
2003,52,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,101.8243521
2008,33,2. Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,87.98103279
2007,30,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,121.4303138
2007,38,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,109.8339856
2005,29,1. Never Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,79.85490031
2008,57,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,127.1157438
2003,50,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,115.285517
2008,23,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,98.60153978
2006,46,4. Divorced,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,144.4780877
2005,61,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,136.1577108
2007,70,2. Married,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,100.7642728
2009,59,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,76.89360252
2003,57,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,90.48191336
2003,25,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,86.69515483
2005,48,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,123.9085676
2009,52,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,2. No,65.11085372
2009,44,5. Separated,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,131.7378012
2004,40,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,66.96164432
2008,43,2. Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,196.1252726
2005,51,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,166.3249412
2003,43,2. Married,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,65.11085372
2003,42,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,120.5894365
2008,28,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,101.8243521
2003,54,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,148.4131591
2005,34,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,159.0520271
2004,50,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,109.8339856
2005,36,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,140.0511976
2005,36,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,132.3524777
2005,71,3. Widowed,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,118.8843593
2006,31,1. Never Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,97.49329405
2005,43,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,134.7053751
2007,20,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,72.15045568
2007,23,1. Never Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,87.98103279
2007,42,4. Divorced,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,49.55533812
2005,41,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,149.0558956
2009,27,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,122.2636739
2008,29,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,101.8243521
2008,41,4. Divorced,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,99.6894637
2003,41,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,104.9215065
2003,22,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,81.28325328
2003,39,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,73.77574327
2008,50,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,82.6796373
2006,49,1. Never Married,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,148.4131591
2003,42,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,118.8843593
2008,38,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,129.4536446
2004,55,2. Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,134.7053751
2005,47,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,79.85490031
2007,52,2. Married,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,68.11199407
2009,56,4. Divorced,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,40.40566526
2007,30,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,131.7378012
2005,56,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,134.7053751
2003,46,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,114.4757133
2009,43,2. Married,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,126.3238807
2003,35,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,116.7071546
2009,58,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,109.8339856
2009,69,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,81.22674631
2006,68,4. Divorced,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,87.98103279
2004,52,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,127.1157438
2005,46,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,104.9215065
2007,39,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,107.9039239
2009,66,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,109.8339856
2005,30,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,117.1468169
2006,30,4. Divorced,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,107.9039239
2005,43,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,72.15045568
2008,49,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,160.6424754
2005,54,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,148.4131591
2008,48,4. Divorced,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,143.1349408
2008,37,5. Separated,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,97.49329405
2007,46,2. Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,141.7751723
2007,53,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,148.4131591
2009,31,1. Never Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,109.8339856
2006,18,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,59.09706408
2003,49,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,152.5282169
2006,39,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,81.28325328
2003,40,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,43.73511168
2008,37,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,96.37065283
2006,24,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,101.8243521
2007,35,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,130.9821774
2007,27,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,82.6796373
2003,44,1. Never Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,130.9821774
2008,46,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,89.24288466
2005,40,2. Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,85.11853342
2007,39,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,166.3249412
2008,42,1. Never Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,100.7642728
2003,37,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,99.6894637
2008,58,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,123.0896998
2005,40,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,163.515864
2003,27,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,85.38394038
2003,31,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,75.35567932
2008,44,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,65.11085372
2003,38,4. Divorced,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,92.65813017
2004,34,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,137.5901428
2005,41,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,134.8515263
2007,20,1. Never Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,72.4793163
2008,28,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,178.5330504
2009,55,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,98.59934386
2008,38,2. Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,115.3750386
2005,33,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,73.77574327
2009,43,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,36.6737042
2006,50,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,123.0896998
2008,55,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,87.98103279
2005,24,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,73.93571929
2008,41,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,176.9896505
2009,37,4. Divorced,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,118.8843593
2005,42,2. Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,134.7053751
2004,25,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,90.48191336
2005,45,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,148.4131591
2009,40,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,81.28325328
2004,43,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,130.9821774
2006,50,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,176.9896505
2003,42,1. Never Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,82.6796373
2003,38,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,131.7378012
2006,44,4. Divorced,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,82.6796373
2007,19,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,41.44121303
2004,44,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,117.1468169
2003,26,1. Never Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,73.77574327
2005,54,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,86.69515483
2006,32,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,99.6894637
2008,49,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,141.7751723
2005,35,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,70.81503862
2007,34,2. Married,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,72.15045568
2003,23,1. Never Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,54.59815003
2008,60,2. Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,127.1157438
2006,54,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,73.77574327
2003,31,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,139.7030715
2006,47,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,160.6424754
2003,48,4. Divorced,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,23.95294448
2005,48,2. Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,115.3750386
2004,35,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,114.4757133
2006,55,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,127.1157438
2004,35,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,137.5901428
2009,37,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,176.9896505
2003,27,1. Never Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,23.27470405
2007,64,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,90.48191336
2003,52,4. Divorced,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,73.77574327
2007,47,5. Separated,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,82.6796373
2003,26,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,56.90553914
2005,41,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,128.6804882
2009,22,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,75.04315402
2004,76,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,73.77574327
2006,46,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,108.0658303
2006,39,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,123.0896998
2006,39,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,277.7994802
2004,23,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,73.77574327
2006,49,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,123.9085676
2009,44,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,87.98103279
2006,20,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,70.47601965
2005,43,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,277.6014175
2006,42,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,148.4131591
2009,46,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,114.4757133
2009,33,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,99.6894637
2003,62,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,268.266292
2006,38,2. Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,130.9821774
2005,43,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,109.8339856
2005,46,4. Divorced,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,277.6014175
2006,18,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,73.77574327
2009,63,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,2. No,267.9010869
2006,43,1. Never Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,119.7408513
2009,44,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,141.7751723
2008,53,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,128.2526611
2008,58,1. Never Married,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,90.48191336
2003,23,1. Never Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,76.89360252
2004,50,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,127.1157438
2004,35,1. Never Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,118.8843593
2006,38,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,200.5432623
2004,36,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,87.98103279
2005,32,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,148.4131591
2003,56,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,268.266292
2005,41,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,87.98103279
2004,40,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,99.6894637
2004,26,1. Never Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,82.6796373
2006,26,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,130.9821774
2008,47,4. Divorced,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,108.8745258
2007,25,1. Never Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,54.59815003
2006,58,2. Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,309.5717713
2008,57,2. Married,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,82.68239934
2003,30,1. Never Married,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,59.62864555
2007,44,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,166.3249412
2009,29,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,79.85490031
2007,51,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,118.8843593
2006,37,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,92.89584479
2004,67,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,160.6424754
2009,34,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,70.47601965
2003,50,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,120.5894365
2005,38,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,160.6424754
2008,55,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,171.7651326
2003,27,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,120.5894365
2007,39,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,134.7053751
2007,54,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,148.4131591
2008,55,4. Divorced,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,129.4536446
2003,49,2. Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,134.7053751
2003,42,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,56.90553914
2005,39,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,87.98103279
2003,32,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,68.11199407
2005,39,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,128.6804882
2003,50,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,134.7053751
2004,47,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,94.07271475
2003,40,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,87.98103279
2006,51,1. Never Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,118.8843593
2009,28,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,68.74808773
2007,53,4. Divorced,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,94.07271475
2005,54,2. Married,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,118.8843593
2009,51,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,91.69922611
2008,33,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,134.7053751
2008,55,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,127.1157438
2003,44,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,100.7642728
2009,30,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,105.9278108
2005,40,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,87.98103279
2007,26,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,99.6894637
2006,49,2. Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,112.6488963
2004,43,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,163.515864
2004,43,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,82.6796373
2008,44,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,79.85490031
2006,32,1. Never Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,49.55533812
2009,34,2. Married,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,152.838801
2009,36,2. Married,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,148.4131591
2006,51,2. Married,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,101.4020523
2007,42,2. Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,95.68881191
2003,60,2. Married,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,118.8843593
2004,36,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,76.89360252
2006,47,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,118.8843593
2004,60,2. Married,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,138.2991269
2003,22,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,54.59815003
2005,41,1. Never Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,65.11085372
2003,56,4. Divorced,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,109.8339856
2003,44,2. Married,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,73.77574327
2005,49,2. Married,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,105.9278108
2006,45,2. Married,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,116.2653241
2003,25,1. Never Married,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,94.07271475
2007,52,2. Married,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,118.8843593
